korean,latin,transcription
뫪,mwaelm,mwaelm
뫫,mwaelb,mwaelb
뫬,mwaels,mwaels
뫭,mwaelt,mwaeltʰ
뫮,mwaelp,mwaelpʰ
뫯,mwaelh,mwaelh
뫰,mwaem,mwaem
뫱,mwaeb,mwaep
뫲,mwaebs,mwaeps
뫳,mwaes,mwaes
뫴,mwaess,mwaes͈
뫵,mwaeng,mwaeŋ
뫶,mwaej,mwaec
뫷,mwaech,mwaecʰ
뫸,mwaek,mwaekʰ
뫹,mwaet,mwaetʰ
뫺,mwaep,mwaepʰ
뫻,mwaeh,mwaeh
뫼,moe,mwe
뫽,moeg,mwek
뫾,moegg,mwek͈
뫿,moegs,mweks
묀,moen,mwen
묁,moenj,mwenɟ
묂,moenh,mwenh
묃,moed,mwet
묄,moel,mweɾ
묅,moelg,mwelg
묆,moelm,mwelm
묇,moelb,mwelb
묈,moels,mwels
묉,moelt,mweltʰ
묊,moelp,mwelpʰ
묋,moelh,mwelh
묌,moem,mwem
묍,moeb,mwep
묎,moebs,mweps
묏,moes,mwes
묐,moess,mwes͈
묑,moeng,mweŋ
묒,moej,mwec
묓,moech,mwecʰ
묔,moek,mwekʰ
묕,moet,mwetʰ
묖,moep,mwepʰ
묗,moeh,mweh
묘,myo,myo
묙,myog,myok
묚,myogg,myok͈
묛,myogs,myoks
묜,myon,myon
묝,myonj,myonɟ
묞,myonh,myonh
묟,myod,myot
묠,myol,myoɾ
묡,myolg,myolg
묢,myolm,myolm
묣,myolb,myolb
묤,myols,myols
묥,myolt,myoltʰ
묦,myolp,myolpʰ
묧,myolh,myolh
묨,myom,myom
묩,myob,myop
묪,myobs,myops
묫,myos,myos
묬,myoss,myos͈
묭,myong,myoŋ
묮,myoj,myoc
묯,myoch,myocʰ
묰,myok,myokʰ
묱,myot,myotʰ
묲,myop,myopʰ
묳,myoh,myoh
무,mu,mu
묵,mug,muk
묶,mugg,muk͈
묷,mugs,muks
문,mun,mun
묹,munj,munɟ
묺,munh,munh
묻,mud,mut
물,mul,muɾ
묽,mulg,mulg
묾,mulm,mulm
묿,mulb,mulb
뭀,muls,muls
뭁,mult,multʰ
뭂,mulp,mulpʰ
뭃,mulh,mulh
뭄,mum,mum
뭅,mub,mup
뭆,mubs,mups
뭇,mus,mus
뭈,muss,mus͈
뭉,mung,muŋ
뭊,muj,muc
뭋,much,mucʰ
뭌,muk,mukʰ
뭍,mut,mutʰ
뭎,mup,mupʰ
뭏,muh,muh
뭐,mweo,mweo
뭑,mweog,mweok
뭒,mweogg,mweok͈
뭓,mweogs,mweoks
뭔,mweon,mweon
뭕,mweonj,mweonɟ
뭖,mweonh,mweonh
뭗,mweod,mweot
뭘,mweol,mweoɾ
뭙,mweolg,mweolg
뭚,mweolm,mweolm
뭛,mweolb,mweolb
뭜,mweols,mweols
뭝,mweolt,mweoltʰ
뭞,mweolp,mweolpʰ
뭟,mweolh,mweolh
뭠,mweom,mweom
뭡,mweob,mweop
뭢,mweobs,mweops
뭣,mweos,mweos
뭤,mweoss,mweos͈
뭥,mweong,mweoŋ
뭦,mweoj,mweoc
뭧,mweoch,mweocʰ
뭨,mweok,mweokʰ
뭩,mweot,mweotʰ
뭪,mweop,mweopʰ
뭫,mweoh,mweoh
뭬,mwe,mwe
뭭,mweg,mwek
뭮,mwegg,mwek͈
뭯,mwegs,mweks
뭰,mwen,mwen
뭱,mwenj,mwenɟ
뭲,mwenh,mwenh
뭳,mwed,mwet
뭴,mwel,mweɾ
뭵,mwelg,mwelg
뭶,mwelm,mwelm
뭷,mwelb,mwelb
뭸,mwels,mwels
뭹,mwelt,mweltʰ
뭺,mwelp,mwelpʰ
뭻,mwelh,mwelh
뭼,mwem,mwem
뭽,mweb,mwep
뭾,mwebs,mweps
뭿,mwes,mwes
뮀,mwess,mwes͈
뮁,mweng,mweŋ
뮂,mwej,mwec
뮃,mwech,mwecʰ
뮄,mwek,mwekʰ
뮅,mwet,mwetʰ
뮆,mwep,mwepʰ
뮇,mweh,mweh
뮈,mwi,mwi
뮉,mwig,mwik
뮊,mwigg,mwik͈
뮋,mwigs,mwiks
뮌,mwin,mwin
뮍,mwinj,mwinɟ
뮎,mwinh,mwinh
뮏,mwid,mwit
뮐,mwil,mwiɾ
뮑,mwilg,mwilg
뮒,mwilm,mwilm
뮓,mwilb,mwilb
뮔,mwils,mwils
뮕,mwilt,mwiltʰ
뮖,mwilp,mwilpʰ
뮗,mwilh,mwilh
뮘,mwim,mwim
뮙,mwib,mwip
뮚,mwibs,mwips
뮛,mwis,mwis
뮜,mwiss,mwis͈
뮝,mwing,mwiŋ
뮞,mwij,mwic
뮟,mwich,mwicʰ
뮠,mwik,mwikʰ
뮡,mwit,mwitʰ
뮢,mwip,mwipʰ
뮣,mwih,mwih
뮤,myu,mju
뮥,myug,mjuk
뮦,myugg,mjuk͈
뮧,myugs,mjuks
뮨,myun,mjun
뮩,myunj,mjunɟ
뮪,myunh,mjunh
뮫,myud,mjut
뮬,myul,mjuɾ
뮭,myulg,mjulg
뮮,myulm,mjulm
뮯,myulb,mjulb
뮰,myuls,mjuls
뮱,myult,mjultʰ
뮲,myulp,mjulpʰ
뮳,myulh,mjulh
뮴,myum,mjum
뮵,myub,mjup
뮶,myubs,mjups
뮷,myus,mjus
뮸,myuss,mjus͈
뮹,myung,mjuŋ
뮺,myuj,mjuc
뮻,myuch,mjucʰ
뮼,myuk,mjukʰ
뮽,myut,mjutʰ
뮾,myup,mjupʰ
뮿,myuh,mjuh
므,meu,mɨ
믁,meug,mɨk
믂,meugg,mɨk͈
믃,meugs,mɨks
믄,meun,mɨn
믅,meunj,mɨnɟ
믆,meunh,mɨnh
믇,meud,mɨt
믈,meul,mɨɾ
믉,meulg,mɨlg
믊,meulm,mɨlm
믋,meulb,mɨlb
믌,meuls,mɨls
믍,meult,mɨltʰ
믎,meulp,mɨlpʰ
믏,meulh,mɨlh
믐,meum,mɨm
믑,meub,mɨp
믒,meubs,mɨps
믓,meus,mɨs
믔,meuss,mɨs͈
믕,meung,mɨŋ
믖,meuj,mɨc
믗,meuch,mɨcʰ
믘,meuk,mɨkʰ
믙,meut,mɨtʰ
믚,meup,mɨpʰ
믛,meuh,mɨh
믜,myi,mы
믝,myig,mыk
믞,myigg,mыk͈
믟,myigs,mыks
믠,myin,mыn
믡,myinj,mыnɟ
믢,myinh,mыnh
믣,myid,mыt
믤,myil,mыɾ
믥,myilg,mыlg
믦,myilm,mыlm
믧,myilb,mыlb
믨,myils,mыls
믩,myilt,mыltʰ
믪,myilp,mыlpʰ
믫,myilh,mыlh
믬,myim,mыm
믭,myib,mыp
믮,myibs,mыps
믯,myis,mыs
믰,myiss,mыs͈
믱,mying,mыŋ
믲,myij,mыc
믳,myich,mыcʰ
믴,myik,mыkʰ
믵,myit,mыtʰ
믶,myip,mыpʰ
믷,myih,mыh
미,mi,mi
믹,mig,mik
믺,migg,mik͈
믻,migs,miks
민,min,min
믽,minj,minɟ
믾,minh,minh
믿,mid,mit
밀,mil,miɾ
밁,milg,milg
밂,milm,milm
밃,milb,milb
밄,mils,mils
밅,milt,miltʰ
밆,milp,milpʰ
밇,milh,milh
밈,mim,mim
밉,mib,mip
밊,mibs,mips
밋,mis,mis
밌,miss,mis͈
밍,ming,miŋ
밎,mij,mic
및,mich,micʰ
밐,mik,mikʰ
밑,mit,mitʰ
밒,mip,mipʰ
밓,mih,mih
바,ba,pa
박,bag,pak
밖,bagg,pak͈
밗,bags,paks
반,ban,pan
밙,banj,panɟ
밚,banh,panh
받,bad,pat
발,bal,paɾ
밝,balg,palg
밞,balm,palm
밟,balb,palb
밠,bals,pals
밡,balt,paltʰ
밢,balp,palpʰ
밣,balh,palh
밤,bam,pam
밥,bab,pap
밦,babs,paps
밧,bas,pas
밨,bass,pas͈
방,bang,paŋ
밪,baj,pac
밫,bach,pacʰ
밬,bak,pakʰ
밭,bat,patʰ
밮,bap,papʰ
밯,bah,pah
배,bae,pɛ
백,baeg,pɛk
밲,baegg,pɛk͈
밳,baegs,pɛks
밴,baen,pɛn
밵,baenj,pɛnɟ
밶,baenh,pɛnh
밷,baed,pɛt
밸,bael,pɛɾ
밹,baelg,pɛlg
밺,baelm,pɛlm
밻,baelb,pɛlb
밼,baels,pɛls
밽,baelt,pɛltʰ
밾,baelp,pɛlpʰ
밿,baelh,pɛlh
뱀,baem,pɛm
뱁,baeb,pɛp
뱂,baebs,pɛps
뱃,baes,pɛs
뱄,baess,pɛs͈
뱅,baeng,pɛŋ
뱆,baej,pɛc
뱇,baech,pɛcʰ
뱈,baek,pɛkʰ
뱉,baet,pɛtʰ
뱊,baep,pɛpʰ
뱋,baeh,pɛh
뱌,bya,pja
뱍,byag,pjak
뱎,byagg,pjak͈
뱏,byags,pjaks
뱐,byan,pjan
뱑,byanj,pjanɟ
뱒,byanh,pjanh
뱓,byad,pjat
뱔,byal,pjaɾ
뱕,byalg,pjalg
뱖,byalm,pjalm
뱗,byalb,pjalb
뱘,byals,pjals
뱙,byalt,pjaltʰ
뱚,byalp,pjalpʰ
뱛,byalh,pjalh
뱜,byam,pjam
뱝,byab,pjap
뱞,byabs,pjaps
뱟,byas,pjas
뱠,byass,pjas͈
뱡,byang,pjaŋ
뱢,byaj,pjac
뱣,byach,pjacʰ
뱤,byak,pjakʰ
뱥,byat,pjatʰ
뱦,byap,pjapʰ
뱧,byah,pjah
뱨,byae,pja
뱩,byaeg,pjaek
뱪,byaegg,pjaek͈
뱫,byaegs,pjaeks
뱬,byaen,pjaen
뱭,byaenj,pjaenɟ
뱮,byaenh,pjaenh
뱯,byaed,pjaet
뱰,byael,pjaeɾ
뱱,byaelg,pjaelg
뱲,byaelm,pjaelm
뱳,byaelb,pjaelb
뱴,byaels,pjaels
뱵,byaelt,pjaeltʰ
뱶,byaelp,pjaelpʰ
뱷,byaelh,pjaelh
뱸,byaem,pjaem
뱹,byaeb,pjaep
뱺,byaebs,pjaeps
뱻,byaes,pjaes
뱼,byaess,pjaes͈
뱽,byaeng,pjaeŋ
뱾,byaej,pjaec
뱿,byaech,pjaecʰ
벀,byaek,pjaekʰ
벁,byaet,pjaetʰ
벂,byaep,pjaepʰ
벃,byaeh,pjaeh
버,beo,peo
벅,beog,peok
벆,beogg,peok͈
벇,beogs,peoks
번,beon,peon
벉,beonj,peonɟ
벊,beonh,peonh
벋,beod,peot
벌,beol,peoɾ
벍,beolg,peolg
벎,beolm,peolm
벏,beolb,peolb
벐,beols,peols
벑,beolt,peoltʰ
벒,beolp,peolpʰ
벓,beolh,peolh
범,beom,peom
법,beob,peop
벖,beobs,peops
벗,beos,peos
벘,beoss,peos͈
벙,beong,peoŋ
벚,beoj,peoc
벛,beoch,peocʰ
벜,beok,peokʰ
벝,beot,peotʰ
벞,beop,peopʰ
벟,beoh,peoh
베,be,pe
벡,beg,pek
벢,begg,pek͈
벣,begs,peks
벤,ben,pen
벥,benj,penɟ
벦,benh,penh
벧,bed,pet
벨,bel,peɾ
벩,belg,pelg
벪,belm,pelm
벫,belb,pelb
벬,bels,pels
벭,belt,peltʰ
벮,belp,pelpʰ
벯,belh,pelh
벰,bem,pem
벱,beb,pep
벲,bebs,peps
벳,bes,pes
벴,bess,pes͈
벵,beng,peŋ
벶,bej,pec
벷,bech,pecʰ
벸,bek,pekʰ
벹,bet,petʰ
벺,bep,pepʰ
벻,beh,peh
벼,byeo,pjeo
벽,byeog,pjeok
벾,byeogg,pjeok͈
벿,byeogs,pjeoks
변,byeon,pjeon
볁,byeonj,pjeonɟ
볂,byeonh,pjeonh
볃,byeod,pjeot
별,byeol,pjeoɾ
볅,byeolg,pjeolg
볆,byeolm,pjeolm
볇,byeolb,pjeolb
볈,byeols,pjeols
볉,byeolt,pjeoltʰ
볊,byeolp,pjeolpʰ
볋,byeolh,pjeolh
볌,byeom,pjeom
볍,byeob,pjeop
볎,byeobs,pjeops
볏,byeos,pjeos
볐,byeoss,pjeos͈
병,byeong,pjeoŋ
볒,byeoj,pjeoc
볓,byeoch,pjeocʰ
볔,byeok,pjeokʰ
볕,byeot,pjeotʰ
볖,byeop,pjeopʰ
볗,byeoh,pjeoh
볘,bye,pje
볙,byeg,pjek
볚,byegg,pjek͈
볛,byegs,pjeks
볜,byen,pjen
볝,byenj,pjenɟ
볞,byenh,pjenh
볟,byed,pjet
볠,byel,pjeɾ
볡,byelg,pjelg
볢,byelm,pjelm
볣,byelb,pjelb
볤,byels,pjels
볥,byelt,pjeltʰ
볦,byelp,pjelpʰ
볧,byelh,pjelh
볨,byem,pjem
볩,byeb,pjep
볪,byebs,pjeps
볫,byes,pjes
볬,byess,pjes͈
볭,byeng,pjeŋ
볮,byej,pjec
볯,byech,pjecʰ
볰,byek,pjekʰ
볱,byet,pjetʰ
볲,byep,pjepʰ
볳,byeh,pjeh
보,bo,po
복,bog,pok
볶,bogg,pok͈
볷,bogs,poks
본,bon,pon
볹,bonj,ponɟ
볺,bonh,ponh
볻,bod,pot
볼,bol,poɾ
볽,bolg,polg
볾,bolm,polm
볿,bolb,polb
봀,bols,pols
봁,bolt,poltʰ
봂,bolp,polpʰ
봃,bolh,polh
봄,bom,pom
봅,bob,pop
봆,bobs,pops
봇,bos,pos
봈,boss,pos͈
봉,bong,poŋ
봊,boj,poc
봋,boch,pocʰ
봌,bok,pokʰ
봍,bot,potʰ
봎,bop,popʰ
봏,boh,poh
봐,bwa,pwa
봑,bwag,pwak
봒,bwagg,pwak͈
봓,bwags,pwaks
봔,bwan,pwan
봕,bwanj,pwanɟ
봖,bwanh,pwanh
봗,bwad,pwat
봘,bwal,pwaɾ
봙,bwalg,pwalg
봚,bwalm,pwalm
봛,bwalb,pwalb
봜,bwals,pwals
봝,bwalt,pwaltʰ
봞,bwalp,pwalpʰ
봟,bwalh,pwalh
봠,bwam,pwam
봡,bwab,pwap
봢,bwabs,pwaps
봣,bwas,pwas
봤,bwass,pwas͈
봥,bwang,pwaŋ
봦,bwaj,pwac
봧,bwach,pwacʰ
봨,bwak,pwakʰ
봩,bwat,pwatʰ
봪,bwap,pwapʰ
봫,bwah,pwah
봬,bwae,pwa
봭,bwaeg,pwaek
봮,bwaegg,pwaek͈
봯,bwaegs,pwaeks
봰,bwaen,pwaen
봱,bwaenj,pwaenɟ
봲,bwaenh,pwaenh
봳,bwaed,pwaet
봴,bwael,pwaeɾ
봵,bwaelg,pwaelg
봶,bwaelm,pwaelm
봷,bwaelb,pwaelb
봸,bwaels,pwaels
봹,bwaelt,pwaeltʰ
봺,bwaelp,pwaelpʰ
봻,bwaelh,pwaelh
봼,bwaem,pwaem
봽,bwaeb,pwaep
봾,bwaebs,pwaeps
봿,bwaes,pwaes
뵀,bwaess,pwaes͈
뵁,bwaeng,pwaeŋ
뵂,bwaej,pwaec
뵃,bwaech,pwaecʰ
뵄,bwaek,pwaekʰ
뵅,bwaet,pwaetʰ
뵆,bwaep,pwaepʰ
뵇,bwaeh,pwaeh
뵈,boe,pwe
뵉,boeg,pwek
뵊,boegg,pwek͈
뵋,boegs,pweks
뵌,boen,pwen
뵍,boenj,pwenɟ
뵎,boenh,pwenh
뵏,boed,pwet
뵐,boel,pweɾ
뵑,boelg,pwelg
뵒,boelm,pwelm
뵓,boelb,pwelb
뵔,boels,pwels
뵕,boelt,pweltʰ
뵖,boelp,pwelpʰ
뵗,boelh,pwelh
뵘,boem,pwem
뵙,boeb,pwep
뵚,boebs,pweps
뵛,boes,pwes
뵜,boess,pwes͈
뵝,boeng,pweŋ
뵞,boej,pwec
뵟,boech,pwecʰ
뵠,boek,pwekʰ
뵡,boet,pwetʰ
뵢,boep,pwepʰ
뵣,boeh,pweh
뵤,byo,pyo
뵥,byog,pyok
뵦,byogg,pyok͈
뵧,byogs,pyoks
뵨,byon,pyon
뵩,byonj,pyonɟ
뵪,byonh,pyonh
뵫,byod,pyot
뵬,byol,pyoɾ
뵭,byolg,pyolg
뵮,byolm,pyolm
뵯,byolb,pyolb
뵰,byols,pyols
뵱,byolt,pyoltʰ
뵲,byolp,pyolpʰ
뵳,byolh,pyolh
뵴,byom,pyom
뵵,byob,pyop
뵶,byobs,pyops
뵷,byos,pyos
뵸,byoss,pyos͈
뵹,byong,pyoŋ
뵺,byoj,pyoc
뵻,byoch,pyocʰ
뵼,byok,pyokʰ
뵽,byot,pyotʰ
뵾,byop,pyopʰ
뵿,byoh,pyoh
부,bu,pu
북,bug,puk
붂,bugg,puk͈
붃,bugs,puks
분,bun,pun
붅,bunj,punɟ
붆,bunh,punh
붇,bud,put
불,bul,puɾ
붉,bulg,pulg
붊,bulm,pulm
붋,bulb,pulb
붌,buls,puls
붍,bult,pultʰ
붎,bulp,pulpʰ
붏,bulh,pulh
붐,bum,pum
붑,bub,pup
붒,bubs,pups
붓,bus,pus
붔,buss,pus͈
붕,bung,puŋ
붖,buj,puc
붗,buch,pucʰ
붘,buk,pukʰ
붙,but,putʰ
붚,bup,pupʰ
붛,buh,puh
붜,bweo,pweo
붝,bweog,pweok
붞,bweogg,pweok͈
붟,bweogs,pweoks
붠,bweon,pweon
붡,bweonj,pweonɟ
붢,bweonh,pweonh
붣,bweod,pweot
붤,bweol,pweoɾ
붥,bweolg,pweolg
붦,bweolm,pweolm
붧,bweolb,pweolb
붨,bweols,pweols
붩,bweolt,pweoltʰ
붪,bweolp,pweolpʰ
붫,bweolh,pweolh
붬,bweom,pweom
붭,bweob,pweop
붮,bweobs,pweops
붯,bweos,pweos
붰,bweoss,pweos͈
붱,bweong,pweoŋ
붲,bweoj,pweoc
붳,bweoch,pweocʰ
붴,bweok,pweokʰ
붵,bweot,pweotʰ
붶,bweop,pweopʰ
붷,bweoh,pweoh
붸,bwe,pwe
붹,bweg,pwek
붺,bwegg,pwek͈
붻,bwegs,pweks
붼,bwen,pwen
붽,bwenj,pwenɟ
붾,bwenh,pwenh
붿,bwed,pwet
뷀,bwel,pweɾ
뷁,bwelg,pwelg
뷂,bwelm,pwelm
뷃,bwelb,pwelb
뷄,bwels,pwels
뷅,bwelt,pweltʰ
뷆,bwelp,pwelpʰ
뷇,bwelh,pwelh
뷈,bwem,pwem
뷉,bweb,pwep
뷊,bwebs,pweps
뷋,bwes,pwes
뷌,bwess,pwes͈
뷍,bweng,pweŋ
뷎,bwej,pwec
뷏,bwech,pwecʰ
뷐,bwek,pwekʰ
뷑,bwet,pwetʰ
뷒,bwep,pwepʰ
뷓,bweh,pweh
뷔,bwi,pwi
뷕,bwig,pwik
뷖,bwigg,pwik͈
뷗,bwigs,pwiks
뷘,bwin,pwin
뷙,bwinj,pwinɟ
뷚,bwinh,pwinh
뷛,bwid,pwit
뷜,bwil,pwiɾ
뷝,bwilg,pwilg
뷞,bwilm,pwilm
뷟,bwilb,pwilb
뷠,bwils,pwils
뷡,bwilt,pwiltʰ
뷢,bwilp,pwilpʰ
뷣,bwilh,pwilh
뷤,bwim,pwim
뷥,bwib,pwip
뷦,bwibs,pwips
뷧,bwis,pwis
뷨,bwiss,pwis͈
뷩,bwing,pwiŋ
뷪,bwij,pwic
뷫,bwich,pwicʰ
뷬,bwik,pwikʰ
뷭,bwit,pwitʰ
뷮,bwip,pwipʰ
뷯,bwih,pwih
뷰,byu,pju
뷱,byug,pjuk
뷲,byugg,pjuk͈
뷳,byugs,pjuks
뷴,byun,pjun
뷵,byunj,pjunɟ
뷶,byunh,pjunh
뷷,byud,pjut
뷸,byul,pjuɾ
뷹,byulg,pjulg
뷺,byulm,pjulm
뷻,byulb,pjulb
뷼,byuls,pjuls
뷽,byult,pjultʰ
뷾,byulp,pjulpʰ
뷿,byulh,pjulh
븀,byum,pjum
븁,byub,pjup
븂,byubs,pjups
븃,byus,pjus
븄,byuss,pjus͈
븅,byung,pjuŋ
븆,byuj,pjuc
븇,byuch,pjucʰ
븈,byuk,pjukʰ
븉,byut,pjutʰ
븊,byup,pjupʰ
븋,byuh,pjuh
브,beu,pɨ
븍,beug,pɨk
븎,beugg,pɨk͈
븏,beugs,pɨks
븐,beun,pɨn
븑,beunj,pɨnɟ
븒,beunh,pɨnh
븓,beud,pɨt
블,beul,pɨɾ
븕,beulg,pɨlg
븖,beulm,pɨlm
븗,beulb,pɨlb
븘,beuls,pɨls
븙,beult,pɨltʰ
븚,beulp,pɨlpʰ
븛,beulh,pɨlh
븜,beum,pɨm
븝,beub,pɨp
븞,beubs,pɨps
븟,beus,pɨs
븠,beuss,pɨs͈
븡,beung,pɨŋ
븢,beuj,pɨc
븣,beuch,pɨcʰ
븤,beuk,pɨkʰ
븥,beut,pɨtʰ
븦,beup,pɨpʰ
븧,beuh,pɨh
븨,byi,pы
븩,byig,pыk
븪,byigg,pыk͈
븫,byigs,pыks
븬,byin,pыn
븭,byinj,pыnɟ
븮,byinh,pыnh
븯,byid,pыt
븰,byil,pыɾ
븱,byilg,pыlg
븲,byilm,pыlm
븳,byilb,pыlb
븴,byils,pыls
븵,byilt,pыltʰ
븶,byilp,pыlpʰ
븷,byilh,pыlh
븸,byim,pыm
븹,byib,pыp
븺,byibs,pыps
븻,byis,pыs
븼,byiss,pыs͈
븽,bying,pыŋ
븾,byij,pыc
븿,byich,pыcʰ
빀,byik,pыkʰ
빁,byit,pыtʰ
빂,byip,pыpʰ
빃,byih,pыh
비,bi,pi
빅,big,pik
빆,bigg,pik͈
빇,bigs,piks
빈,bin,pin
빉,binj,pinɟ
빊,binh,pinh
빋,bid,pit
빌,bil,piɾ
빍,bilg,pilg
빎,bilm,pilm
빏,bilb,pilb
빐,bils,pils
빑,bilt,piltʰ
빒,bilp,pilpʰ
빓,bilh,pilh
빔,bim,pim
빕,bib,pip
빖,bibs,pips
빗,bis,pis
빘,biss,pis͈
빙,bing,piŋ
빚,bij,pic
빛,bich,picʰ
빜,bik,pikʰ
빝,bit,pitʰ
빞,bip,pipʰ
빟,bih,pih
빠,bba,p͈a
빡,bbag,p͈ak
빢,bbagg,p͈ak͈
빣,bbags,p͈aks
빤,bban,p͈an
빥,bbanj,p͈anɟ
빦,bbanh,p͈anh
빧,bbad,p͈at
빨,bbal,p͈aɾ
빩,bbalg,p͈alg
빪,bbalm,p͈alm
빫,bbalb,p͈alb
빬,bbals,p͈als
빭,bbalt,p͈altʰ
빮,bbalp,p͈alpʰ
빯,bbalh,p͈alh
빰,bbam,p͈am
빱,bbab,p͈ap
빲,bbabs,p͈aps
빳,bbas,p͈as
빴,bbass,p͈as͈
빵,bbang,p͈aŋ
빶,bbaj,p͈ac
빷,bbach,p͈acʰ
빸,bbak,p͈akʰ
빹,bbat,p͈atʰ
빺,bbap,p͈apʰ
빻,bbah,p͈ah
빼,bbae,p͈ɛ
빽,bbaeg,p͈ɛk
빾,bbaegg,p͈ɛk͈
빿,bbaegs,p͈ɛks
뺀,bbaen,p͈ɛn
뺁,bbaenj,p͈ɛnɟ
뺂,bbaenh,p͈ɛnh
뺃,bbaed,p͈ɛt
뺄,bbael,p͈ɛɾ
뺅,bbaelg,p͈ɛlg
뺆,bbaelm,p͈ɛlm
뺇,bbaelb,p͈ɛlb
뺈,bbaels,p͈ɛls
뺉,bbaelt,p͈ɛltʰ
뺊,bbaelp,p͈ɛlpʰ
뺋,bbaelh,p͈ɛlh
뺌,bbaem,p͈ɛm
뺍,bbaeb,p͈ɛp
뺎,bbaebs,p͈ɛps
뺏,bbaes,p͈ɛs
뺐,bbaess,p͈ɛs͈
뺑,bbaeng,p͈ɛŋ
뺒,bbaej,p͈ɛc
뺓,bbaech,p͈ɛcʰ
뺔,bbaek,p͈ɛkʰ
뺕,bbaet,p͈ɛtʰ
뺖,bbaep,p͈ɛpʰ
뺗,bbaeh,p͈ɛh
뺘,bbya,p͈ja
뺙,bbyag,p͈jak
뺚,bbyagg,p͈jak͈
뺛,bbyags,p͈jaks
뺜,bbyan,p͈jan
뺝,bbyanj,p͈janɟ
뺞,bbyanh,p͈janh
뺟,bbyad,p͈jat
뺠,bbyal,p͈jaɾ
뺡,bbyalg,p͈jalg
뺢,bbyalm,p͈jalm
뺣,bbyalb,p͈jalb
뺤,bbyals,p͈jals
뺥,bbyalt,p͈jaltʰ
뺦,bbyalp,p͈jalpʰ
뺧,bbyalh,p͈jalh
뺨,bbyam,p͈jam
뺩,bbyab,p͈jap
뺪,bbyabs,p͈japs
뺫,bbyas,p͈jas
뺬,bbyass,p͈jas͈
뺭,bbyang,p͈jaŋ
뺮,bbyaj,p͈jac
뺯,bbyach,p͈jacʰ
뺰,bbyak,p͈jakʰ
뺱,bbyat,p͈jatʰ
뺲,bbyap,p͈japʰ
뺳,bbyah,p͈jah
뺴,bbyae,p͈ja
뺵,bbyaeg,p͈jaek
뺶,bbyaegg,p͈jaek͈
뺷,bbyaegs,p͈jaeks
뺸,bbyaen,p͈jaen
뺹,bbyaenj,p͈jaenɟ
뺺,bbyaenh,p͈jaenh
뺻,bbyaed,p͈jaet
뺼,bbyael,p͈jaeɾ
뺽,bbyaelg,p͈jaelg
뺾,bbyaelm,p͈jaelm
뺿,bbyaelb,p͈jaelb
뻀,bbyaels,p͈jaels
뻁,bbyaelt,p͈jaeltʰ
뻂,bbyaelp,p͈jaelpʰ
뻃,bbyaelh,p͈jaelh
뻄,bbyaem,p͈jaem
뻅,bbyaeb,p͈jaep
뻆,bbyaebs,p͈jaeps
뻇,bbyaes,p͈jaes
뻈,bbyaess,p͈jaes͈
뻉,bbyaeng,p͈jaeŋ
뻊,bbyaej,p͈jaec
뻋,bbyaech,p͈jaecʰ
뻌,bbyaek,p͈jaekʰ
뻍,bbyaet,p͈jaetʰ
뻎,bbyaep,p͈jaepʰ
뻏,bbyaeh,p͈jaeh
뻐,bbeo,p͈eo
뻑,bbeog,p͈eok
뻒,bbeogg,p͈eok͈
뻓,bbeogs,p͈eoks
뻔,bbeon,p͈eon
뻕,bbeonj,p͈eonɟ
뻖,bbeonh,p͈eonh
뻗,bbeod,p͈eot
뻘,bbeol,p͈eoɾ
뻙,bbeolg,p͈eolg
뻚,bbeolm,p͈eolm
뻛,bbeolb,p͈eolb
뻜,bbeols,p͈eols
뻝,bbeolt,p͈eoltʰ
뻞,bbeolp,p͈eolpʰ
뻟,bbeolh,p͈eolh
뻠,bbeom,p͈eom
뻡,bbeob,p͈eop
뻢,bbeobs,p͈eops
뻣,bbeos,p͈eos
뻤,bbeoss,p͈eos͈
뻥,bbeong,p͈eoŋ
뻦,bbeoj,p͈eoc
뻧,bbeoch,p͈eocʰ
뻨,bbeok,p͈eokʰ
뻩,bbeot,p͈eotʰ
뻪,bbeop,p͈eopʰ
뻫,bbeoh,p͈eoh
뻬,bbe,p͈e
뻭,bbeg,p͈ek
뻮,bbegg,p͈ek͈
뻯,bbegs,p͈eks
뻰,bben,p͈en
뻱,bbenj,p͈enɟ
뻲,bbenh,p͈enh
뻳,bbed,p͈et
뻴,bbel,p͈eɾ
뻵,bbelg,p͈elg
뻶,bbelm,p͈elm
뻷,bbelb,p͈elb
뻸,bbels,p͈els
뻹,bbelt,p͈eltʰ
뻺,bbelp,p͈elpʰ
뻻,bbelh,p͈elh
뻼,bbem,p͈em
뻽,bbeb,p͈ep
뻾,bbebs,p͈eps
뻿,bbes,p͈es
뼀,bbess,p͈es͈
뼁,bbeng,p͈eŋ
뼂,bbej,p͈ec
뼃,bbech,p͈ecʰ
뼄,bbek,p͈ekʰ
뼅,bbet,p͈etʰ
뼆,bbep,p͈epʰ
뼇,bbeh,p͈eh
뼈,bbyeo,p͈jeo
뼉,bbyeog,p͈jeok
뼊,bbyeogg,p͈jeok͈
뼋,bbyeogs,p͈jeoks
뼌,bbyeon,p͈jeon
뼍,bbyeonj,p͈jeonɟ
뼎,bbyeonh,p͈jeonh
뼏,bbyeod,p͈jeot
뼐,bbyeol,p͈jeoɾ
뼑,bbyeolg,p͈jeolg
